
fun_coils#708 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.8e-02, ║∇J coils║=1.4e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.6e-07, J_CURVATURE=4.3e-08, J_MSC=5.2e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=7.7e-09 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.6, 1.6, 4.0, 4.0], mean squared curvature=[1.0, 1.1, 8.4, 9.9], coils dofs=6.804075627606545, 6.793188759606558, 6.7250724259980235, -6.999056598533984, -0.09929692653441674, -0.06156452161286754
fun_coils#709 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.8e-02, ║∇J coils║=3.7e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.9e-07, J_CURVATURE=3.7e-07, J_MSC=5.2e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=6.7e-09 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.6, 1.6, 4.0, 4.0], mean squared curvature=[1.0, 1.1, 8.5, 9.9], coils dofs=6.804195214928505, 6.793225899509025, 6.724173337918383, -7.0002151851751275, -0.09997871660390638, -0.0618562577445596
fun_coils#710 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.8e-02, ║∇J coils║=1.5e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.7e-07, J_CURVATURE=9.1e-08, J_MSC=5.2e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=6.2e-09 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.6, 1.6, 4.0, 4.0], mean squared curvature=[1.0, 1.1, 8.4, 9.9], coils dofs=6.804127947933497, 6.793205008585197, 6.724679068395268, -6.999563488653055, -0.0995952146703513, -0.061692158301639384
fun_coils#711 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.7e-02, ║∇J coils║=3.2e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.8e-07, J_CURVATURE=1.5e-07, J_MSC=5.1e-02, J_ALS=5.2e-09, J_LENGTH_PENALTY=2.9e-10 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.6, 1.6, 4.0, 4.0], mean squared curvature=[1.0, 1.1, 8.4, 9.9], coils dofs=6.80418703667429, 6.7932299290095335, 6.724432181474893, -6.9997825481726395, -0.09972621345269828, -0.06176935195647485
fun_coils#712 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.6e-02, ║∇J coils║=1.6e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.8e-07, J_CURVATURE=6.5e-08, J_MSC=5.1e-02, J_ALS=5.2e-09, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.6, 1.6, 4.0, 4.0], mean squared curvature=[1.0, 1.1, 8.4, 9.9], coils dofs=6.804234979059224, 6.793244331266864, 6.724040879572744, -7.000278751208941, -0.10001437563697577, -0.06191675005604168
fun_coils#713 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.4e-02, ║∇J coils║=1.5e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.0e-07, J_CURVATURE=7.2e-08, J_MSC=5.2e-02, J_ALS=5.2e-09, J_LENGTH_PENALTY=2.1e-08 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.6, 1.6, 4.0, 4.0], mean squared curvature=[1.0, 1.1, 8.5, 9.9], coils dofs=6.804338688861143, 6.793267578918761, 6.723134391040214, -7.001464459073732, -0.10068598030504514, -0.06224779887464581
fun_coils#714 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.4e-02, ║∇J coils║=5.4e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.2e-07, J_CURVATURE=4.4e-07, J_MSC=5.1e-02, J_ALS=5.2e-09, J_LENGTH_PENALTY=1.3e-07 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.6, 1.6, 4.0, 4.0], mean squared curvature=[1.0, 1.1, 8.4, 9.9], coils dofs=6.80451864002941, 6.793373592972628, 6.722329774085712, -7.002260540612189, -0.10124267956723933, -0.06248192734909497
fun_coils#715 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.4e-02, ║∇J coils║=1.8e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.1e-07, J_CURVATURE=9.4e-08, J_MSC=5.1e-02, J_ALS=5.2e-09, J_LENGTH_PENALTY=3.2e-08 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.6, 1.6, 4.0, 4.0], mean squared curvature=[1.0, 1.1, 8.4, 9.9], coils dofs=6.804384560291804, 6.7932946030073955, 6.722929285781978, -7.001667388565347, -0.10082788875638107, -0.06230748066601692
fun_coils#716 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.5e-02, ║∇J coils║=1.2e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.0e-07, J_CURVATURE=1.7e-08, J_MSC=5.2e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=1.5e-08 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.6, 1.6, 4.0, 4.0], mean squared curvature=[1.0, 1.1, 8.4, 9.9], coils dofs=6.804397957457406, 6.793294790757449, 6.722787352820059, -7.001878885028062, -0.10096361176515467, -0.062359138515535636
fun_coils#717 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.5e-02, ║∇J coils║=4.0e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.3e-07, J_CURVATURE=2.2e-07, J_MSC=5.2e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=8.8e-09 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.6, 1.6, 4.0, 4.0], mean squared curvature=[1.0, 1.1, 8.5, 9.9], coils dofs=6.804486620132101, 6.793313330181402, 6.722031563822768, -7.0028742483274256, -0.10153804001514649, -0.06263219188648916
fun_coils#718 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.5e-02, ║∇J coils║=1.8e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.2e-07, J_CURVATURE=5.8e-08, J_MSC=5.2e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=9.9e-09 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.6, 1.6, 4.0, 4.0], mean squared curvature=[1.0, 1.1, 8.5, 9.9], coils dofs=6.804441869442413, 6.7933039727825735, 6.7224130330148935, -7.002371858857559, -0.10124810898777774, -0.06249437372666122
fun_coils#719 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.5e-02, ║∇J coils║=3.9e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.5e-07, J_CURVATURE=1.8e-07, J_MSC=5.2e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=3.4e-09 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.0, 1.1, 8.5, 9.9], coils dofs=6.804495424005178, 6.793303549910224, 6.721857920471554, -7.003139157810415, -0.10167221266628146, -0.06270202270704613
fun_coils#720 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.5e-02, ║∇J coils║=1.5e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.3e-07, J_CURVATURE=7.3e-08, J_MSC=5.2e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=2.5e-09 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.6, 1.6, 4.0, 4.0], mean squared curvature=[1.0, 1.1, 8.5, 9.9], coils dofs=6.8044685700744045, 6.7933037619516305, 6.72213627124207, -7.00275441014563, -0.10145955383320983, -0.0625979010214881
fun_coils#721 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.5e-02, ║∇J coils║=1.8e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.7e-07, J_CURVATURE=1.7e-07, J_MSC=5.2e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=6.1e-09 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.0, 1.1, 8.4, 9.9], coils dofs=6.804501028156719, 6.79328658589967, 6.72180431601892, -7.003218564011628, -0.1017005704088696, -0.06272540053071486
fun_coils#722 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.4e-02, ║∇J coils║=1.1e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.5e-07, J_CURVATURE=1.0e-07, J_MSC=5.2e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=1.9e-09 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.0, 1.1, 8.5, 9.9], coils dofs=6.804528081410423, 6.793306201218755, 6.721656274894371, -7.003380750563719, -0.10180386536534021, -0.0627740908525768
fun_coils#723 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.4e-02, ║∇J coils║=6.6e-04, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.3e-07, J_CURVATURE=6.3e-08, J_MSC=5.2e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=1.2e-09 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.0, 1.1, 8.5, 9.9], coils dofs=6.804580059604382, 6.793336570658046, 6.721338131446808, -7.003760630785964, -0.10204141721490075, -0.06287533409146291
fun_coils#724 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=4.6e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.2e-07, J_CURVATURE=2.1e-07, J_MSC=5.3e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=1.1e-09 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.0, 1.1, 8.5, 9.9], coils dofs=6.804676547045052, 6.793369896850074, 6.720619255982623, -7.004669349019666, -0.10257363068881059, -0.06312757436595433
fun_coils#725 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.4e-02, ║∇J coils║=1.3e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.3e-07, J_CURVATURE=8.5e-08, J_MSC=5.3e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=1.1e-09 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.0, 1.1, 8.5, 9.9], coils dofs=6.80461859939933, 6.793349882075556, 6.721050992387152, -7.004123598382046, -0.10225399823073533, -0.06297608594464667
fun_coils#726 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=5.2e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.4e-07, J_CURVATURE=2.1e-07, J_MSC=5.3e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=3.6e-10 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.5, 9.9], coils dofs=6.80470208265816, 6.7933639132680925, 6.720374348382953, -7.004998878314324, -0.10274615221524717, -0.06322179094360736
fun_coils#727 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.4e-02, ║∇J coils║=1.8e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.3e-07, J_CURVATURE=1.2e-07, J_MSC=5.3e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=5.9e-10 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.0, 1.1, 8.5, 9.9], coils dofs=6.804662228900041, 6.793357214969999, 6.720697368912506, -7.004581031728117, -0.10251120468048396, -0.06310449476070218
fun_coils#728 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.4e-02, ║∇J coils║=1.9e-02, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.3e-07, J_CURVATURE=1.4e-07, J_MSC=5.3e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.4, 9.9], coils dofs=6.804696395116229, 6.793357508019091, 6.720375008688181, -7.005013754149478, -0.10274445678476418, -0.06322506179118116
fun_coils#729 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.4e-02, ║∇J coils║=1.5e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.3e-07, J_CURVATURE=1.1e-07, J_MSC=5.3e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=1.1e-10 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.0, 1.1, 8.5, 9.9], coils dofs=6.80467639449988, 6.793357336470611, 6.720563715659344, -7.004760442073957, -0.10260791295958162, -0.06315448286292967
fun_coils#730 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.4e-02, ║∇J coils║=1.0e-01, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.3e-07, J_CURVATURE=1.2e-06, J_MSC=5.4e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=1.9e-10 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.2], mean squared curvature=[1.1, 1.1, 8.4, 9.9], coils dofs=6.804768958422582, 6.793366045034239, 6.719727768238975, -7.005872030378332, -0.10323250483997375, -0.06346815098002155
fun_coils#731 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.4e-02, ║∇J coils║=2.5e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.3e-07, J_CURVATURE=1.1e-07, J_MSC=5.3e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=1.0e-10 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.0, 1.1, 8.5, 9.9], coils dofs=6.804685743809979, 6.7933582160688335, 6.720479281773749, -7.004872716742714, -0.10267099912754801, -0.06318616454202569
fun_coils#732 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.4e-02, ║∇J coils║=9.2e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.3e-07, J_CURVATURE=4.0e-08, J_MSC=5.3e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.4, 9.9], coils dofs=6.8047127138319565, 6.793345505635755, 6.720115349088734, -7.005389826818764, -0.10294780995287417, -0.06333650235316769
fun_coils#733 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.4e-02, ║∇J coils║=1.0e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.3e-07, J_CURVATURE=1.6e-08, J_MSC=5.3e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=4.0e-10 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.4, 9.9], coils dofs=6.8046967628210515, 6.793330063084903, 6.7201526109844005, -7.005371223357279, -0.10292696314710101, -0.06333604881639923
fun_coils#734 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.4e-02, ║∇J coils║=9.2e-04, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.3e-07, J_CURVATURE=3.1e-08, J_MSC=5.3e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=7.7e-09 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.4, 9.9], coils dofs=6.804727661654543, 6.793328840544519, 6.719843903195495, -7.005793618216159, -0.10316879381637777, -0.06345964913469769
fun_coils#735 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=1.2e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.3e-07, J_CURVATURE=1.0e-07, J_MSC=5.5e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=3.5e-08 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.5, 10.0], coils dofs=6.804812386099141, 6.793303146323305, 6.718847822154866, -7.007203897337436, -0.10395367359610959, -0.06387042398909684
fun_coils#736 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=2.4e-02, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.3e-07, J_CURVATURE=2.4e-07, J_MSC=5.5e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=5.0e-08 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.1], mean squared curvature=[1.1, 1.1, 8.5, 10.0], coils dofs=6.804888377440089, 6.793313670663568, 6.718182629343971, -7.008083512194169, -0.1044539447425444, -0.0641246162724036
fun_coils#737 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=1.4e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.3e-07, J_CURVATURE=1.1e-07, J_MSC=5.5e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=3.9e-08 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.5, 10.0], coils dofs=6.804847721300168, 6.793308040034539, 6.718538514260032, -7.00761290930381, -0.10418629459353482, -0.06398862081676121
fun_coils#738 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.2e-02, ║∇J coils║=2.1e-01, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.0e-07, J_CURVATURE=4.4e-06, J_MSC=5.6e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=2.9e-08 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.3], mean squared curvature=[1.1, 1.1, 8.5, 10.0], coils dofs=6.804981289384205, 6.7933157932501445, 6.717326833923662, -7.00923373447897, -0.10509431979425572, -0.06446239223879052
fun_coils#739 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=5.3e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.3e-07, J_CURVATURE=1.1e-07, J_MSC=5.5e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=3.5e-08 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.5, 10.0], coils dofs=6.804857455603386, 6.7933086050808384, 6.718450208255771, -7.007731033358915, -0.10425247052693645, -0.06402314878586043
fun_coils#740 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.2e-02, ║∇J coils║=1.8e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.0e-07, J_CURVATURE=8.1e-08, J_MSC=5.5e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=4.7e-10 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.4, 10.0], coils dofs=6.804938934019479, 6.793344013224012, 6.717965224437135, -7.008292041234225, -0.1045790404267615, -0.06419249843266396
fun_coils#741 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.2e-02, ║∇J coils║=1.2e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.1e-07, J_CURVATURE=6.9e-08, J_MSC=5.5e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=2.9e-09 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.4, 10.0], coils dofs=6.80498682590446, 6.793350456602004, 6.717569460240379, -7.008808661089949, -0.10486352755520761, -0.0643367664999861
fun_coils#742 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.2e-02, ║∇J coils║=2.4e-02, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.1e-07, J_CURVATURE=4.3e-07, J_MSC=5.7e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=8.6e-09 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.1], mean squared curvature=[1.1, 1.1, 8.4, 10.0], coils dofs=6.805092237272323, 6.7933527465005055, 6.716614754233451, -7.01008736090722, -0.10558075324431805, -0.06470450737094381
fun_coils#743 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.2e-02, ║∇J coils║=2.7e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.1e-07, J_CURVATURE=7.6e-08, J_MSC=5.6e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=3.7e-09 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.4, 10.0], coils dofs=6.805018982736589, 6.793351155159315, 6.717278217261374, -7.009198741744447, -0.1050823246977832, -0.06444894967049355
fun_coils#744 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.2e-02, ║∇J coils║=3.4e-02, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.0e-07, J_CURVATURE=1.1e-06, J_MSC=5.8e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=1.5e-08 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.1], mean squared curvature=[1.1, 1.1, 8.4, 10.1], coils dofs=6.805179155232811, 6.79336596023209, 6.715909435850734, -7.011004828482529, -0.10610477759548002, -0.06497064192761162
fun_coils#745 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.2e-02, ║∇J coils║=3.1e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=2.1e-07, J_CURVATURE=8.9e-08, J_MSC=5.6e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=4.0e-09 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.4, 10.0], coils dofs=6.805037746452678, 6.793352889528129, 6.71711786872225, -7.0094103192598425, -0.1052021019150909, -0.06451006431644872
fun_coils#746 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=4.8e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.9e-07, J_CURVATURE=6.1e-08, J_MSC=5.6e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=1.1e-08 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.4, 10.0], coils dofs=6.805133815885761, 6.793382032599071, 6.71644734686272, -7.0102383262011685, -0.1056887571277907, -0.06475346921295443
fun_coils#747 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.3e-02, ║∇J coils║=1.2e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.9e-07, J_CURVATURE=3.5e-08, J_MSC=5.6e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=6.7e-09 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.4, 10.0], coils dofs=6.805150981943494, 6.793387350772206, 6.716331757899949, -7.0103823521077535, -0.10577599791709363, -0.0647981998760347
fun_coils#748 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.2e-02, ║∇J coils║=1.1e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.8e-07, J_CURVATURE=3.4e-08, J_MSC=5.6e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=2.4e-09 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.4, 10.0], coils dofs=6.805204121418795, 6.7934024873098515, 6.715942630480577, -7.010873628936742, -0.1060636115971406, -0.06494187633054928
fun_coils#749 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.2e-02, ║∇J coils║=6.5e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.7e-07, J_CURVATURE=1.7e-06, J_MSC=5.7e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=2.0e-10 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.1], mean squared curvature=[1.1, 1.1, 8.4, 10.1], coils dofs=6.805339015292156, 6.793440502028334, 6.7149295322210945, -7.0121659828774385, -0.10681822373741205, -0.06531528328914257
fun_coils#750 - J=1.2e-04, Jf=1.2e-04, ⟨B·n⟩=1.1e-02, B·n max=6.2e-02, ║∇J coils║=1.1e-03, C-C-Sep=0.14 J_length=2.1e-07, J_CC=1.8e-07, J_CURVATURE=3.4e-08, J_MSC=5.7e-02, J_ALS=5.3e-09, J_LENGTH_PENALTY=1.8e-09 Coil lengths=sum([6.9, 7.1, 3.5, 3.5])=21.0, curvature=[1.7, 1.6, 4.0, 4.0], mean squared curvature=[1.1, 1.1, 8.4, 10.1], coils dofs=6.80522226327031, 6.79340759990215, 6.7158063790872715, -7.011047437373796, -0.106165099241162, -0.06499209576178609
