index,Nfeval,J,Jf,J_length,Lengths,J_CC,J_LENGTH_PENALTY,J_CURVATURE,J_MSC,J_ALS,curvatures,msc,B.n,gradJcoils,C-C-Sep
79,80,1.4614965688188858e-06,1.2570161924610416e-06,2.0000246614275207e-07,20.000246614275206,1.2891714042842002e-09,1.3554212437446636e-09,1.8333175670633237e-09,0.0,8.83855459492661e-09,16.008620673727197,24.397109562120527,0.0005082226687841158,0.00017292098745158826,0.1494447097889134
80,81,1.459751934918867e-06,1.2579756710269064e-06,2.0000067309847343e-07,20.000067309847342,1.3446925305112197e-09,6.394541598909517e-11,3.669528469868192e-10,0.0,8.83989294407547e-09,15.99824010727436,24.39808329551736,0.000508274630059752,4.4174455068695726e-05,0.14943561472216918
81,82,1.4588715312499794e-06,1.2570194340080311e-06,2.0000132477806867e-07,20.000132477806865,1.3840470913601201e-09,2.624614602055129e-10,2.0426391231383383e-10,0.0,8.839207300686706e-09,15.99829227504351,24.396683416252504,0.0005080980367296905,5.75030397091451e-05,0.14942765255844281
82,83,1.457859573988785e-06,1.256152616494945e-06,2.0000043994979831e-07,20.00004399497983,1.4135582721785913e-09,3.2903238817107717e-11,2.600560330458935e-10,0.0,8.837556576765639e-09,16.003869977868476,24.391908121874877,0.0005079051144702328,3.218111865922752e-05,0.1494215301821485
83,84,1.457024455102857e-06,1.2553853562557643e-06,2.000000511524707e-07,20.00000511524707,1.3976923182137787e-09,5.361627780155351e-12,2.359937486280639e-10,0.0,8.835903760054121e-09,16.004428109541603,24.388741185587072,0.0005077308840794643,3.206769301219204e-05,0.14942435092430137
84,85,1.4560069786991088e-06,1.254345846635677e-06,1.999994094793858e-07,19.99994094793858,1.4166008583476248e-09,0.0,2.4512172569852333e-10,0.0,8.833592554512485e-09,16.004579944185494,24.384991194101715,0.0005075405201131724,3.3791818720724146e-05,0.14942189080639107
85,86,1.4547032173870997e-06,1.252664802460994e-06,1.9999868750592525e-07,19.999868750592526,1.8123443529620272e-09,0.0,2.2738306721857393e-10,0.0,8.829855809687166e-09,16.005164050726833,24.377567711384735,0.0005073824759071174,3.49556726452463e-05,0.1493600128787645
86,87,1.4533014142518817e-06,1.2506161690126386e-06,1.9999824419007234e-07,19.999824419007233,1.946105575416195e-09,0.0,7.408954737546913e-10,0.0,8.82362387694994e-09,16.008908536238636,24.361143654071952,0.0005070861773289428,4.4922556351977286e-05,0.14934122312472659
87,88,1.4528194752142368e-06,1.2495047653395809e-06,1.9999767318234281e-07,19.99976731823428,1.7822948251122448e-09,9.204708593472574e-12,1.5255371586074733e-09,0.0,8.818263512826176e-09,16.008559156337597,24.34838241422979,0.0005066281152001778,7.130237328982455e-05,0.14936425350411242
88,89,1.4513787647161012e-06,1.2496756498879147e-06,1.9999848929855316e-07,19.999848929855315,1.6368216155233553e-09,4.9072172894109436e-11,1.8731741215761943e-11,0.0,8.821856625926489e-09,15.996518349500196,24.355524095379778,0.0005062986438546815,2.9905678136764762e-05,0.14938736056678023
89,90,1.4505714914970755e-06,1.248813116829275e-06,1.9999890343902102e-07,19.999890343902102,1.6915367364580276e-09,3.4148433067732734e-11,3.3786059253633196e-11,0.0,8.820198376659303e-09,15.998646527158828,24.35142972293477,0.0005059600055207611,2.010348703628695e-05,0.1493782999409848
90,91,1.4500066241910864e-06,1.2471395814262598e-06,2.000001941708921e-07,20.00001941708921,1.6991601469000135e-09,4.812979088694999e-11,1.1195586561475738e-09,0.0,8.81358764793203e-09,16.00919866462428,24.336276051264953,0.0005050809557490304,6.952954946458027e-05,0.14937547194472087
91,92,1.4488781666193922e-06,1.246676081893945e-06,1.9999995513717822e-07,19.99999551371782,1.8541667503832409e-09,2.0262087714123824e-11,3.2770075017167265e-10,0.0,8.811421720856139e-09,16.002698451814243,24.33176470907204,0.0005046953749197223,3.409458005730579e-05,0.14935330023671162
92,93,1.4483997351987643e-06,1.2464755327413487e-06,2.0000033909093476e-07,20.000033909093474,1.7121883413106905e-09,4.738842250030753e-11,1.642866026697869e-10,0.0,8.810845165737579e-09,16.000143214331345,24.32889361263454,0.0005045749648644909,2.7302051498244004e-05,0.149375942040367
93,94,1.4478894864849568e-06,1.2459589195710526e-06,2.000007953063529e-07,20.00007953063529,1.634660970174095e-09,8.13446330027044e-11,2.1376600437442105e-10,0.0,8.807363246641799e-09,16.00358239468194,24.320294333989892,0.000504275719975581,2.9786981432477678e-05,0.14938857453376858
94,95,1.4473650155295372e-06,1.245536983059085e-06,2.0000034997700307e-07,20.000034997700308,1.5775141624875091e-09,4.408976794208109e-11,2.06078563019604e-10,0.0,8.804880102625994e-09,16.001894847115764,24.31297914585283,0.0005041397307648244,2.684217425475349e-05,0.14939875591460536
95,96,1.44649055891322e-06,1.2447103169545835e-06,2.0000035155231757e-07,20.000035155231757,1.516634917794877e-09,5.679429900924302e-11,2.0646118951505103e-10,0.0,8.799608093999357e-09,15.99934903451808,24.297737485015286,0.0005038647040411174,3.0391320992314876e-05,0.14941098808106795
96,97,1.4454552876900429e-06,1.2436699369756852e-06,2.0000033151925558e-07,20.000033151925557,1.4789697059809801e-09,5.4465519481357425e-11,2.515839696398064e-10,0.0,8.792197378268563e-09,16.000199012107476,24.27791706982432,0.0005035284024377795,3.711702371174929e-05,0.14942089899908234
